"PRODUCT","NOUSCD","NUM","MIN","MAX"
"BL-42A","999-9999",20,78.00,86.00
"BL-42A","999-9999",30,0.50,4.00
"BL-42A","999-9999",40,102.00,108.00
"BL-42A","999-9999",50,0.00,0.00
"BL-42A","999-9999",60,0.00,0.00
"BL-42A","999-9999",70,0.20,0.50
"BL-42A","999-9999",80,3.10,4.30
"BL-42A","999-9999",90,11.70,15.70
"BL-42A","999-9999",100,32.40,36.40
"BL-42A","999-9999",110,32.80,36.80
"BL-42A","999-9999",120,10.00,13.00
"BL-42A","999-9999",130,1.20,2.00
"BL-42A","999-9999",140,0.10,0.30
"BL-42A","999-9999",150,0.00,0.10
"BL-42A","999-9999",160,0.00,0.00
"BL-45K","999-9999",10,4.50,0.00
"BL-45K","999-9999",20,82.50,86.50
"BL-45K","999-9999",30,0.30,5.00
"BL-45K","999-9999",40,97.00,100.00
"BL-45K","999-9999",50,0.00,0.00
"BL-45K","999-9999",60,0.00,0.00
"BL-45K","999-9999",70,0.20,0.50
"BL-45K","999-9999",80,3.10,4.30
"BL-45K","999-9999",90,11.70,15.70
"BL-45K","999-9999",100,32.40,36.40
"BL-45K","999-9999",110,32.80,36.80
"BL-45K","999-9999",120,10.00,13.00
"BL-45K","999-9999",130,1.20,2.00
"BL-45K","999-9999",140,0.10,0.30
"BL-45K","999-9999",150,0.00,0.10
"BL-45K","999-9999",160,0.00,0.00
"BL-45Kカイ","999-9999",10,4.80,0.00
"BL-45Kカイ","999-9999",20,82.00,87.00
"BL-45Kカイ","999-9999",30,1.00,5.00
"BL-45Kカイ","999-9999",40,96.00,99.00
"BL-45Kカイ","999-9999",50,0.00,0.00
"BL-45Kカイ","999-9999",60,0.00,0.00
"BL-45Kカイ","999-9999",70,0.20,0.50
"BL-45Kカイ","999-9999",80,3.10,4.30
"BL-45Kカイ","999-9999",90,11.70,15.70
"BL-45Kカイ","999-9999",100,32.40,36.40
"BL-45Kカイ","999-9999",110,32.80,36.80
"BL-45Kカイ","999-9999",120,10.00,13.00
"BL-45Kカイ","999-9999",130,1.20,2.00
"BL-45Kカイ","999-9999",140,0.10,0.30
"BL-45Kカイ","999-9999",150,0.00,0.10
"BL-45Kカイ","999-9999",160,0.00,0.00
"BL-48A","999-9999",10,4.80,0.00
"BL-48A","999-9999",20,80.00,95.00
"BL-48A","999-9999",30,0.20,3.00
"BL-48A","999-9999",40,96.00,106.00
"BL-48A","999-9999",50,0.00,0.00
"BL-48A","999-9999",60,0.00,0.00
"BL-48A","999-9999",70,0.20,0.50
"BL-48A","999-9999",80,3.10,4.30
"BL-48A","999-9999",90,11.70,15.70
"BL-48A","999-9999",100,32.40,35.40
"BL-48A","999-9999",110,32.80,36.80
"BL-48A","999-9999",120,10.00,13.00
"BL-48A","999-9999",130,1.20,2.00
"BL-48A","999-9999",140,0.10,0.30
"BL-48A","999-9999",150,0.00,0.10
"BL-48A","999-9999",160,0.00,0.00
"BL-48G","999-9999",10,4.80,0.00
"BL-48G","999-9999",20,80.00,90.00
"BL-48G","999-9999",30,0.80,4.00
"BL-48G","999-9999",40,99.00,103.00
"BL-48G","999-9999",50,0.00,0.00
"BL-48G","999-9999",60,0.00,0.50
"BL-48G","999-9999",70,0.50,1.00
"BL-48G","999-9999",80,3.50,7.00
"BL-48G","999-9999",90,18.00,27.00
"BL-48G","999-9999",100,33.00,39.00
"BL-48G","999-9999",110,23.00,31.00
"BL-48G","999-9999",120,5.50,11.00
"BL-48G","999-9999",130,1.00,5.00
"BL-48G","999-9999",140,0.00,0.50
"BL-48G","999-9999",150,0.00,0.00
"BL-48G","999-9999",160,55.00,65.00
"BL-48SP","999-9999",10,4.80,0.00
"BL-48SP","999-9999",20,80.00,90.00
"BL-48SP","999-9999",30,0.50,4.00
"BL-48SP","999-9999",40,99.00,103.00
"BL-48SP","999-9999",50,0.00,0.00
"BL-48SP","999-9999",60,0.00,0.00
"BL-48SP","999-9999",70,0.20,0.50
"BL-48SP","999-9999",80,3.10,4.30
"BL-48SP","999-9999",90,11.70,15.70
"BL-48SP","999-9999",100,32.40,35.40
"BL-48SP","999-9999",110,32.80,36.80
"BL-48SP","999-9999",120,10.00,13.00
"BL-48SP","999-9999",130,1.20,2.00
"BL-48SP","999-9999",140,0.10,0.30
"BL-48SP","999-9999",150,0.00,0.10
"BL-48SP","999-9999",160,55.00,65.00
"BL7-42A","999-9999",10,4.20,0.00
"BL7-42A","999-9999",20,80.00,86.00
"BL7-42A","999-9999",30,0.50,4.00
"BL7-42A","999-9999",40,102.00,108.00
"BL7-42A","999-9999",50,0.00,0.00
"BL7-42A","999-9999",60,0.00,0.00
"BL7-42A","999-9999",70,0.10,0.40
"BL7-42A","999-9999",80,2.50,5.50
"BL7-42A","999-9999",90,13.50,16.50
"BL7-42A","999-9999",100,27.00,31.00
"BL7-42A","999-9999",110,32.00,37.00
"BL7-42A","999-9999",120,12.00,15.00
"BL7-42A","999-9999",130,2.00,4.00
"BL7-42A","999-9999",140,0.20,0.60
"BL7-42A","999-9999",150,0.10,0.20
"BL7-42A","999-9999",160,61.00,74.00
"BL7-45SP","999-9999",10,4.50,0.00
"BL7-45SP","999-9999",20,80.00,88.00
"BL7-45SP","999-9999",30,0.50,4.00
"BL7-45SP","999-9999",40,99.00,103.00
"BL7-45SP","999-9999",50,0.00,0.00
"BL7-45SP","999-9999",60,0.00,0.00
"BL7-45SP","999-9999",70,0.00,0.20
"BL7-45SP","999-9999",80,2.50,3.50
"BL7-45SP","999-9999",90,9.00,12.00
"BL7-45SP","999-9999",100,21.00,24.50
"BL7-45SP","999-9999",110,32.00,37.00
"BL7-45SP","999-9999",120,17.50,20.00
"BL7-45SP","999-9999",130,6.00,9.00
"BL7-45SP","999-9999",140,0.10,0.20
"BL7-45SP","999-9999",150,0.00,0.10
"BL7-45SP","999-9999",160,0.00,0.00
"BL7-48T","999-9999",10,4.80,0.00
"BL7-48T","999-9999",20,80.00,90.00
"BL7-48T","999-9999",30,0.20,4.00
"BL7-48T","999-9999",40,99.00,103.00
"BL7-48T","999-9999",50,0.00,0.00
"BL7-48T","999-9999",60,0.00,0.00
"BL7-48T","999-9999",70,0.00,0.20
"BL7-48T","999-9999",80,2.50,3.50
"BL7-48T","999-9999",90,9.00,12.00
"BL7-48T","999-9999",100,21.00,24.50
"BL7-48T","999-9999",110,32.00,37.00
"BL7-48T","999-9999",120,17.50,20.00
"BL7-48T","999-9999",130,6.00,9.00
"BL7-48T","999-9999",140,0.10,0.20
"BL7-48T","999-9999",150,0.00,0.10
"BL7-48T","999-9999",160,0.00,0.00
"BLG-28DB","999-9999",10,2.80,0.00
"BLG-28DB","999-9999",20,66.00,77.00
"BLG-28DB","999-9999",30,0.20,3.00
"BLG-28DB","999-9999",40,95.00,100.00
"BLG-28DB","999-9999",50,0.00,0.00
"BLG-28DB","999-9999",60,0.00,0.00
"BLG-28DB","999-9999",70,0.00,0.20
"BLG-28DB","999-9999",80,2.00,4.50
"BLG-28DB","999-9999",90,14.50,17.50
"BLG-28DB","999-9999",100,29.00,33.00
"BLG-28DB","999-9999",110,31.00,34.00
"BLG-28DB","999-9999",120,11.00,14.00
"BLG-28DB","999-9999",130,3.00,5.50
"BLG-28DB","999-9999",140,0.30,1.00
"BLG-28DB","999-9999",150,0.00,0.10
"BLG-28DB","999-9999",160,0.00,0.00
"BLG-45SB","999-9999",10,4.50,0.00
"BLG-45SB","999-9999",20,80.00,90.00
"BLG-45SB","999-9999",30,0.50,4.00
"BLG-45SB","999-9999",40,95.00,98.00
"BLG-45SB","999-9999",50,0.00,0.00
"BLG-45SB","999-9999",60,0.00,0.00
"BLG-45SB","999-9999",70,0.00,0.20
"BLG-45SB","999-9999",80,2.50,4.00
"BLG-45SB","999-9999",90,16.00,19.00
"BLG-45SB","999-9999",100,28.00,31.00
"BLG-45SB","999-9999",110,32.50,36.50
"BLG-45SB","999-9999",120,11.50,13.50
"BLG-45SB","999-9999",130,1.80,3.50
"BLG-45SB","999-9999",140,0.10,0.30
"BLG-45SB","999-9999",150,0.00,0.10
"BLG-45SB","999-9999",160,0.00,0.00
"BLG-45SH","999-9999",10,4.50,0.00
"BLG-45SH","999-9999",20,82.00,98.00
"BLG-45SH","999-9999",30,0.50,4.00
"BLG-45SH","999-9999",40,94.00,98.00
"BLG-45SH","999-9999",50,0.00,0.00
"BLG-45SH","999-9999",60,0.00,0.00
"BLG-45SH","999-9999",70,0.00,0.20
"BLG-45SH","999-9999",80,2.50,4.00
"BLG-45SH","999-9999",90,16.00,19.00
"BLG-45SH","999-9999",100,28.00,31.00
"BLG-45SH","999-9999",110,32.50,36.50
"BLG-45SH","999-9999",120,11.50,13.50
"BLG-45SH","999-9999",130,1.80,3.50
"BLG-45SH","999-9999",140,0.10,0.30
"BLG-45SH","999-9999",150,0.00,0.10
"BLG-45SH","999-9999",160,0.00,0.00
"BLG-45SU","999-9999",10,4.50,0.00
"BLG-45SU","999-9999",20,80.00,90.00
"BLG-45SU","999-9999",30,0.50,4.00
"BLG-45SU","999-9999",40,100.00,105.00
"BLG-45SU","999-9999",50,0.00,0.00
"BLG-45SU","999-9999",60,0.00,0.00
"BLG-45SU","999-9999",70,0.00,0.20
"BLG-45SU","999-9999",80,2.50,4.00
"BLG-45SU","999-9999",90,16.00,19.00
"BLG-45SU","999-9999",100,28.00,31.00
"BLG-45SU","999-9999",110,32.50,36.50
"BLG-45SU","999-9999",120,11.50,13.50
"BLG-45SU","999-9999",130,1.80,3.50
"BLG-45SU","999-9999",140,0.10,0.30
"BLG-45SU","999-9999",150,0.00,0.10
"BLG-45SU","999-9999",160,58.00,68.00
"BMG-26D","999-9999",10,2.65,0.00
"BMG-26D","999-9999",20,67.00,73.00
"BMG-26D","999-9999",30,1.00,5.00
"BMG-26D","999-9999",40,94.00,99.00
"BMG-26D","999-9999",50,0.00,0.00
"BMG-26D","999-9999",60,0.00,0.20
"BMG-26D","999-9999",70,0.20,0.80
"BMG-26D","999-9999",80,4.80,6.80
"BMG-26D","999-9999",90,6.80,21.50
"BMG-26D","999-9999",100,32.50,35.50
"BMG-26D","999-9999",110,27.50,30.50
"BMG-26D","999-9999",120,6.50,9.50
"BMG-26D","999-9999",130,0.80,1.80
"BMG-26D","999-9999",140,0.10,0.30
"BMG-26D","999-9999",150,0.00,0.10
"BMG-26D","999-9999",160,56.00,66.00
"BMG-26DT","999-9999",10,2.65,0.00
"BMG-26DT","999-9999",20,67.00,73.00
"BMG-26DT","999-9999",30,1.00,5.00
"BMG-26DT","999-9999",40,94.00,99.00
"BMG-26DT","999-9999",50,0.00,0.00
"BMG-26DT","999-9999",60,0.00,0.10
"BMG-26DT","999-9999",70,0.20,0.60
"BMG-26DT","999-9999",80,4.70,6.70
"BMG-26DT","999-9999",90,16.00,19.00
"BMG-26DT","999-9999",100,32.50,35.50
"BMG-26DT","999-9999",110,28.20,32.20
"BMG-26DT","999-9999",120,7.50,11.00
"BMG-26DT","999-9999",130,0.70,1.50
"BMG-26DT","999-9999",140,0.10,0.30
"BMG-26DT","999-9999",150,0.00,0.10
"BMG-26DT","999-9999",160,56.00,64.00
"BP-24","999-9999",10,2.40,0.00
"BP-24","999-9999",20,65.00,72.00
"BP-24","999-9999",30,0.50,5.00
"BP-24","999-9999",40,98.00,105.00
"BP-24","999-9999",50,0.00,0.00
"BP-24","999-9999",60,0.00,0.20
"BP-24","999-9999",70,1.00,2.20
"BP-24","999-9999",80,9.00,12.00
"BP-24","999-9999",90,20.00,23.00
"BP-24","999-9999",100,31.00,36.00
"BP-24","999-9999",110,25.00,29.00
"BP-24","999-9999",120,4.00,6.50
"BP-24","999-9999",130,0.10,0.50
"BP-24","999-9999",140,0.00,0.20
"BP-24","999-9999",150,0.00,0.00
"BP-24","999-9999",160,0.00,0.00
"BP-24WLR","999-9999",10,2.40,0.00
"BP-24WLR","999-9999",20,56.00,66.00
"BP-24WLR","999-9999",30,0.00,15.00
"BP-24WLR","999-9999",40,98.00,105.00
"BP-24WLR","999-9999",50,0.00,10.00
"BP-24WLR","999-9999",60,0.00,70.00
"BP-24WLR","999-9999",70,0.00,70.00
"BP-24WLR","999-9999",80,0.00,70.00
"BP-24WLR","999-9999",90,0.00,70.00
"BP-24WLR","999-9999",100,0.00,70.00
"BP-24WLR","999-9999",110,0.00,70.00
"BP-24WLR","999-9999",120,0.00,70.00
"BP-24WLR","999-9999",130,0.00,70.00
"BP-24WLR","999-9999",140,0.00,70.00
"BP-24WLR","999-9999",150,0.00,10.00
"BP-24WLR","999-9999",160,52.00,62.00
"BR-27","999-9999",10,2.70,0.00
"BR-27","999-9999",20,80.00,90.00
"BR-27","999-9999",30,0.30,5.00
"BR-27","999-9999",40,97.00,103.00
"BR-27","999-9999",50,0.00,0.00
"BR-27","999-9999",60,0.00,0.00
"BR-27","999-9999",70,0.10,0.50
"BR-27","999-9999",80,3.00,6.00
"BR-27","999-9999",90,18.00,22.00
"BR-27","999-9999",100,35.00,40.00
"BR-27","999-9999",110,24.00,28.00
"BR-27","999-9999",120,7.50,10.00
"BR-27","999-9999",130,1.00,2.00
"BR-27","999-9999",140,0.00,0.30
"BR-27","999-9999",150,0.00,0.10
"BR-27","999-9999",160,0.00,0.00
"BR-27カイ","999-9999",10,2.70,0.00
"BR-27カイ","999-9999",20,80.00,90.00
"BR-27カイ","999-9999",30,0.60,5.00
"BR-27カイ","999-9999",40,97.00,103.00
"BR-27カイ","999-9999",50,0.00,0.00
"BR-27カイ","999-9999",60,0.00,0.10
"BR-27カイ","999-9999",70,0.10,0.50
"BR-27カイ","999-9999",80,4.50,8.50
"BR-27カイ","999-9999",90,18.00,25.00
"BR-27カイ","999-9999",100,29.00,36.00
"BR-27カイ","999-9999",110,25.50,30.00
"BR-27カイ","999-9999",120,4.00,8.00
"BR-27カイ","999-9999",130,0.50,1.30
"BR-27カイ","999-9999",140,0.00,0.30
"BR-27カイ","999-9999",150,0.00,0.00
"BR-27カイ","999-9999",160,50.00,60.00
"BT-18X","999-9999",10,1.80,0.00
"BT-18X","999-9999",20,52.00,62.00
"BT-18X","999-9999",30,2.00,6.00
"BT-18X","999-9999",40,90.00,100.00
"BT-18X","999-9999",50,0.00,0.00
"BT-18X","999-9999",60,0.00,0.00
"BT-18X","999-9999",70,0.10,0.40
"BT-18X","999-9999",80,1.50,3.00
"BT-18X","999-9999",90,6.00,10.00
"BT-18X","999-9999",100,26.00,32.00
"BT-18X","999-9999",110,37.00,42.00
"BT-18X","999-9999",120,14.00,18.00
"BT-18X","999-9999",130,3.00,6.00
"BT-18X","999-9999",140,0.40,1.50
"BT-18X","999-9999",150,0.00,0.10
"BT-18X","999-9999",160,66.00,76.00
"BT-23C","999-9999",10,2.30,0.00
"BT-23C","999-9999",20,46.00,52.00
"BT-23C","999-9999",30,2.00,4.00
"BT-23C","999-9999",40,96.00,102.00
"BT-23C","999-9999",50,0.00,0.00
"BT-23C","999-9999",60,0.00,0.10
"BT-23C","999-9999",70,0.10,0.40
"BT-23C","999-9999",80,2.70,6.10
"BT-23C","999-9999",90,13.00,17.00
"BT-23C","999-9999",100,27.00,31.50
"BT-23C","999-9999",110,31.50,39.50
"BT-23C","999-9999",120,12.00,15.50
"BT-23C","999-9999",130,2.00,4.50
"BT-23C","999-9999",140,0.20,0.60
"BT-23C","999-9999",150,0.10,0.20
"BT-23C","999-9999",160,0.00,0.00
"BT-26CX","999-9999",10,2.60,0.00
"BT-26CX","999-9999",20,75.00,85.00
"BT-26CX","999-9999",30,0.60,4.00
"BT-26CX","999-9999",40,92.00,102.00
"BT-26CX","999-9999",50,0.00,0.00
"BT-26CX","999-9999",60,0.00,0.20
"BT-26CX","999-9999",70,0.40,1.50
"BT-26CX","999-9999",80,3.00,5.50
"BT-26CX","999-9999",90,11.00,15.50
"BT-26CX","999-9999",100,20.00,28.00
"BT-26CX","999-9999",110,30.00,36.00
"BT-26CX","999-9999",120,16.00,22.00
"BT-26CX","999-9999",130,3.00,7.00
"BT-26CX","999-9999",140,0.10,1.50
"BT-26CX","999-9999",150,0.00,0.10
"BT-26CX","999-9999",160,63.00,73.00
"BT-26X","999-9999",10,2.60,0.00
"BT-26X","999-9999",20,70.00,90.00
"BT-26X","999-9999",30,1.00,3.00
"BT-26X","999-9999",40,85.00,95.00
"BT-26X","999-9999",50,0.00,0.00
"BT-26X","999-9999",60,0.00,0.00
"BT-26X","999-9999",70,0.10,0.40
"BT-26X","999-9999",80,2.50,5.50
"BT-26X","999-9999",90,13.50,16.50
"BT-26X","999-9999",100,27.00,31.00
"BT-26X","999-9999",110,32.00,37.00
"BT-26X","999-9999",120,12.00,15.00
"BT-26X","999-9999",130,2.00,4.00
"BT-26X","999-9999",140,0.20,0.80
"BT-26X","999-9999",150,0.10,0.20
"BT-26X","999-9999",160,0.00,0.00
"BT-27J","999-9999",10,2.70,0.00
"BT-27J","999-9999",20,65.00,75.00
"BT-27J","999-9999",30,1.50,4.00
"BT-27J","999-9999",40,98.00,102.00
"BT-27J","999-9999",50,0.00,0.00
"BT-27J","999-9999",60,0.00,0.00
"BT-27J","999-9999",70,0.10,0.30
"BT-27J","999-9999",80,2.00,4.00
"BT-27J","999-9999",90,9.50,12.50
"BT-27J","999-9999",100,21.50,24.50
"BT-27J","999-9999",110,35.00,39.00
"BT-27J","999-9999",120,18.50,21.50
"BT-27J","999-9999",130,4.00,6.00
"BT-27J","999-9999",140,0.40,1.00
"BT-27J","999-9999",150,0.10,0.30
"BT-27J","999-9999",160,0.00,0.00
"BT-27JR","999-9999",10,2.70,0.00
"BT-27JR","999-9999",20,63.00,73.00
"BT-27JR","999-9999",30,1.50,4.00
"BT-27JR","999-9999",40,97.00,101.00
"BT-27JR","999-9999",50,0.00,0.00
"BT-27JR","999-9999",60,0.00,0.00
"BT-27JR","999-9999",70,0.10,0.30
"BT-27JR","999-9999",80,2.00,4.00
"BT-27JR","999-9999",90,9.50,12.50
"BT-27JR","999-9999",100,21.50,24.50
"BT-27JR","999-9999",110,35.00,39.00
"BT-27JR","999-9999",120,18.50,21.50
"BT-27JR","999-9999",130,4.00,6.00
"BT-27JR","999-9999",140,0.40,1.00
"BT-27JR","999-9999",150,0.10,0.30
"BT-27JR","999-9999",160,0.00,0.00
"BT-27JRカイ","999-9999",10,2.70,0.00
"BT-27JRカイ","999-9999",20,63.00,73.00
"BT-27JRカイ","999-9999",30,1.50,4.00
"BT-27JRカイ","999-9999",40,97.00,101.00
"BT-27JRカイ","999-9999",50,0.00,0.00
"BT-27JRカイ","999-9999",60,0.00,0.00
"BT-27JRカイ","999-9999",70,0.10,0.30
"BT-27JRカイ","999-9999",80,2.00,4.00
"BT-27JRカイ","999-9999",90,9.50,12.50
"BT-27JRカイ","999-9999",100,21.50,24.50
"BT-27JRカイ","999-9999",110,35.00,39.00
"BT-27JRカイ","999-9999",120,18.50,21.50
"BT-27JRカイ","999-9999",130,4.00,6.00
"BT-27JRカイ","999-9999",140,0.40,1.00
"BT-27JRカイ","999-9999",150,0.10,0.30
"BT-27JRカイ","999-9999",160,0.00,0.00
"BT-27Jカイ","999-9999",10,2.70,0.00
"BT-27Jカイ","999-9999",20,70.00,80.00
"BT-27Jカイ","999-9999",30,0.30,5.00
"BT-27Jカイ","999-9999",40,94.00,97.00
"BT-27Jカイ","999-9999",50,0.00,0.00
"BT-27Jカイ","999-9999",60,0.00,0.00
"BT-27Jカイ","999-9999",70,0.20,0.60
"BT-27Jカイ","999-9999",80,4.70,6.70
"BT-27Jカイ","999-9999",90,16.00,19.00
"BT-27Jカイ","999-9999",100,32.50,35.50
"BT-27Jカイ","999-9999",110,28.20,32.20
"BT-27Jカイ","999-9999",120,9.30,12.30
"BT-27Jカイ","999-9999",130,1.20,2.20
"BT-27Jカイ","999-9999",140,0.10,0.40
"BT-27Jカイ","999-9999",150,0.00,0.10
"BT-27Jカイ","999-9999",160,0.00,0.00
"BT-28PK","999-9999",10,2.80,0.00
"BT-28PK","999-9999",20,58.00,68.00
"BT-28PK","999-9999",30,1.00,4.00
"BT-28PK","999-9999",40,95.00,102.00
"BT-28PK","999-9999",50,0.00,0.00
"BT-28PK","999-9999",60,0.00,0.00
"BT-28PK","999-9999",70,0.10,0.40
"BT-28PK","999-9999",80,2.50,5.50
"BT-28PK","999-9999",90,13.50,16.50
"BT-28PK","999-9999",100,27.00,31.00
"BT-28PK","999-9999",110,32.00,37.00
"BT-28PK","999-9999",120,12.00,15.00
"BT-28PK","999-9999",130,2.00,4.00
"BT-28PK","999-9999",140,0.20,0.80
"BT-28PK","999-9999",150,0.10,0.20
"BT-28PK","999-9999",160,62.00,72.00
"BT-30AW","999-9999",10,3.00,0.00
"BT-30AW","999-9999",20,60.00,72.00
"BT-30AW","999-9999",30,0.50,6.00
"BT-30AW","999-9999",40,97.00,103.00
"BT-30AW","999-9999",50,0.00,0.00
"BT-30AW","999-9999",60,0.00,0.50
"BT-30AW","999-9999",70,0.00,1.00
"BT-30AW","999-9999",80,1.50,3.50
"BT-30AW","999-9999",90,6.00,13.50
"BT-30AW","999-9999",100,26.00,36.50
"BT-30AW","999-9999",110,32.20,39.50
"BT-30AW","999-9999",120,10.50,19.50
"BT-30AW","999-9999",130,2.40,6.00
"BT-30AW","999-9999",140,0.10,0.70
"BT-30AW","999-9999",150,0.00,0.10
"BT-30AW","999-9999",160,0.00,0.00
"BT-30C","999-9999",10,3.00,0.00
"BT-30C","999-9999",20,80.00,100.00
"BT-30C","999-9999",30,0.40,5.00
"BT-30C","999-9999",40,95.00,105.00
"BT-30C","999-9999",50,0.00,0.00
"BT-30C","999-9999",60,0.00,0.10
"BT-30C","999-9999",70,0.10,0.40
"BT-30C","999-9999",80,1.00,4.80
"BT-30C","999-9999",90,7.50,15.00
"BT-30C","999-9999",100,20.00,28.00
"BT-30C","999-9999",110,33.00,40.00
"BT-30C","999-9999",120,13.00,18.00
"BT-30C","999-9999",130,2.00,8.00
"BT-30C","999-9999",140,0.30,1.00
"BT-30C","999-9999",150,0.00,0.30
"BT-30C","999-9999",160,65.00,78.00
"BT-30C10","999-9999",10,3.00,0.00
"BT-30C10","999-9999",20,78.00,98.00
"BT-30C10","999-9999",30,0.40,5.00
"BT-30C10","999-9999",40,95.00,105.00
"BT-30C10","999-9999",50,0.00,0.00
"BT-30C10","999-9999",60,0.00,0.10
"BT-30C10","999-9999",70,0.10,0.40
"BT-30C10","999-9999",80,1.00,4.80
