COMPANY,M14,M18,M26,M36,M50,M70,M100,M140,M200,M250,PAN,APS,PRODUCT,JUSHI,Lot,DATE,TANTOU1,TANTOU2,TANTOU3,SU,X_N,X_K,Y_N,Y_K,NEN
日研工業㈱,0,0,0.5,5.6,16.3,30.9,33.8,10,2.4,0.4,0.1,61.87,20-GE,1.95%,22503121,2025年3月13日,担当1,担当2,担当3,P 200 kg,564,57.5,16,1.6,105
