"JuchuuNO","JuchuuDenpyouNO","JuchuuKyotenCD","JuchuuKyotenNM","JuchuuYMD","Nouki","ShukkaKyotenCD","ShukkaBashoCD","JuchuuKBN","HaisouCD","ChikuCD","NouSCD","NouSSNM","UserHinban","UserHinmei","ItemCD","ItemNM","JuchuuSuu","NisugataCD","UriKeitaiKBN","Tekiyou1","TankaUnitCD"
1322743,684539,"410","野間（営）",2026/04/10,2026/04/13,"310","310-RCS01","1","1.持込","410-01","410-07175","（有）山本製作所","TT-32PT","コーテッド　ＴＴ－３２ＰＴ","11-TT-32PT","コーテッド　ＴＴ－３２ＰＴ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322744,684539,"410","野間（営）",2026/04/10,2026/04/13,"310","310-RCS01","1","1.持込","410-01","410-07175","（有）山本製作所","KT-28","コーテッド　ＫＴ－２８","11-ST-28","コーテッド　ＳＴ－２８",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322762,684550,"480","長野支店",2026/04/10,2026/04/23,"310","310-RCS03","1","1.持込","480-00","480-04918","シェルテクニカルサービス","GR7-20PCS","コーテッド　ＧＲ７－２０ＰＣＳ","11-GR7-20PCS","コーテッド　ＧＲ７－２０ＰＣＳ",2500,"紙袋","","","Kg"
1322766,684554,"410","野間（営）",2026/04/10,2026/04/21,"310","310-RCS03","1","1.持込","410-07","410-06481","（株）松尾商店","FD-20K","コーテッド　ＦＤ－２０Ｋ","11-F-20D","コーテッド　Ｆ－２０Ｄ",2500,"紙袋","","","Kg"
1322767,684554,"410","野間（営）",2026/04/10,2026/04/21,"310","310-RCS03","1","1.持込","410-07","410-06481","（株）松尾商店","G-21PR","２１ＰＲ","11-G-21PR","コーテッド　Ｇ－２１ＰＲ",1000,"紙袋","","","Kg"
1322769,684555,"410","野間（営）",2026/04/10,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",2500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322770,684555,"410","野間（営）",2026/04/10,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322771,684555,"410","野間（営）",2026/04/10,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","YS-1NK","コーテッド　ＹＳ－１ＮＫ","11-YS-1NK","コーテッド　ＹＳ－１ＮＫ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322772,684556,"410","野間（営）",2026/04/10,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","B-30D","コーテッド　Ｂ－３０Ｄ","11-B-30D","コーテッド　Ｂ－３０Ｄ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322773,684556,"410","野間（営）",2026/04/10,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","B-48SAK2","コーテッド　Ｂ－４８ＳＡ改２","11-B-48SAK2","コーテッド　Ｂ－４８ＳＡ改２",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322774,684556,"410","野間（営）",2026/04/10,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SB-23","コーテッド　ＳＢ－２３","11-SB-23","コーテッド　ＳＢ－２３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322775,684556,"410","野間（営）",2026/04/10,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322816,684584,"410","野間（営）",2026/04/10,2026/04/14,"310","310-RCS15","1","1.持込","410-02","410-04374","アイシン高丘（株）　吉良","TC-22","コーテッド　ＴＣ－２２","11-TC-22","コーテッド　ＴＣ－２２",4200,"ﾌﾚｺﾝ(700㎏)","","","Kg"
1322817,684585,"410","野間（営）",2026/04/10,2026/04/14,"310","310-RCS15","1","1.持込","410-02","410-04374","アイシン高丘（株）　吉良","TC-24K1","コーテッド　ＴＣ－２４改１","11-TC-24K1","コーテッド　ＴＣ－２４改１",1400,"ﾌﾚｺﾝ(700㎏)","","","Kg"
1322818,684586,"410","野間（営）",2026/04/10,2026/04/14,"310","310-RCS15","1","1.持込","410-02","410-04374","アイシン高丘（株）　吉良","TC-22","コーテッド　ＴＣ－２２","11-TC-22","コーテッド　ＴＣ－２２",4200,"ﾌﾚｺﾝ(700㎏)","","","Kg"
1322820,684588,"410","野間（営）",2026/04/10,2026/04/14,"310","310-RCS15","1","1.持込","410-02","410-04374","アイシン高丘（株）　吉良","TC-24K1","コーテッド　ＴＣ－２４改１","11-TC-24K1","コーテッド　ＴＣ－２４改１",1400,"ﾌﾚｺﾝ(700㎏)","","","Kg"
1322848,684602,"410","野間（営）",2026/04/13,2026/04/13,"310","310-RCS01","1","1.持込","410-02","410-04373","アイシン高丘（株）　本社","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322849,684603,"410","野間（営）",2026/04/13,2026/04/13,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322850,684603,"410","野間（営）",2026/04/13,2026/04/13,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",6000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322851,684604,"310","野間（事）",2026/04/13,2026/05/19,"310","310-RCS08","1","4.引取","430-00","430-03386","（株）栗本鐵工所　加賀屋工場","PC-6KC1","コーテッド　ＰＣ－６ＫＣ１","11-PC-6KC1","コーテッド　ＰＣ－６ＫＣ１",9000,"ﾏﾃﾗﾝﾌﾚｺﾝ(1ﾄﾝ)","","","Kg"
1322852,684605,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-02","410-04402","榊原工業（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322853,684605,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-02","410-04402","榊原工業（株）　豊田工場","RS-28T4","コーテッド　ＲＳ－２８Ｔ４","11-RS-28T4","コーテッド　ＲＳ－２８Ｔ４",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322855,684607,"410","野間（営）",2026/04/13,2026/04/15,"310","310-RCS06","1","1.持込","410-00","410-07848","三矢工業","25-R8","コーテッド　２５－Ｒ８","11-25-R8","コーテッド　２５－Ｒ８",4000,"ﾏﾃﾗﾝﾌﾚｺﾝ(500Kg)","","","Kg"
1322856,684607,"410","野間（営）",2026/04/13,2026/04/15,"310","310-RCS06","1","1.持込","410-00","410-07848","三矢工業","30-R8","コーテッド　３０－Ｒ８","11-30-R8","コーテッド　３０－Ｒ８",3000,"ﾏﾃﾗﾝﾌﾚｺﾝ(500Kg)","","","Kg"
1322871,684617,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-02","410-05314","ナガヤシェル（有）","KT-26","コーテッド　ＫＴ－２６","11-KT-26","コーテッド　ＫＴ－２６",500,"ﾌﾚｺﾝ(500Kg)","","ｼｪﾙｶﾞﾗ引取り","Kg"
1322892,684623,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-00","410-03349","クロタ精工（株）","KT-26","コーテッド　ＫＴ－２６","11-KT-26","コーテッド　ＫＴ－２６",4500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322893,684623,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-00","410-03349","クロタ精工（株）","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",3500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322894,684623,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-00","410-03349","クロタ精工（株）","KRS-25","コーテッド　ＫＲＳ－２５","11-KRS-25","コーテッド　ＫＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322901,684628,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-00","410-07171","（有）山本シェル工業所","BT-27JR","コーテッド　ＢＴ－２７ＪＲ","11-BT-27JR","コーテッド　ＢＴ－２７ＪＲ",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322902,684628,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-00","410-07171","（有）山本シェル工業所","B-26J","コーテッド　Ｂ－２６Ｊ","11-B-26J","コーテッド　Ｂ－２６Ｊ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322912,684636,"310","野間（事）",2026/04/13,2026/04/14,"310","310-RCS01","1","4.引取","590-00","590-00590","製鋼事業所（営業）","TT-Y","コーテッド　ＴＴ－Ｙ","11-TT-Y","コーテッド　ＴＴ－Ｙ",7000,"ﾌﾚｺﾝ(500Kg)","","13:00迄に納品","Kg"
1322914,684638,"310","野間（事）",2026/04/13,2026/04/14,"310","310-RCS01","1","4.引取","590-00","590-00590","製鋼事業所（営業）","AL-14","コーテッド　ＡＬ－１４","11-AL-14","コーテッド　ＡＬ－１４",500,"ﾌﾚｺﾝ(500Kg)","","16:00迄に納品","Kg"
1322915,684639,"410","野間（営）",2026/04/13,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322916,684639,"410","野間（営）",2026/04/13,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","TT-20M","コーテッド　ＴＴ－２０Ｍ","11-SB-23","コーテッド　ＳＢ－２３",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322917,684639,"410","野間（営）",2026/04/13,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322918,684639,"410","野間（営）",2026/04/13,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","YS-1NK","コーテッド　ＹＳ－１ＮＫ","11-YS-1NK","コーテッド　ＹＳ－１ＮＫ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322919,684640,"410","野間（営）",2026/04/13,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","B-30D","コーテッド　Ｂ－３０Ｄ","11-B-30D","コーテッド　Ｂ－３０Ｄ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322920,684640,"410","野間（営）",2026/04/13,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","B-48SAK2","コーテッド　Ｂ－４８ＳＡ改２","11-B-48SAK2","コーテッド　Ｂ－４８ＳＡ改２",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322921,684640,"410","野間（営）",2026/04/13,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-02660","（株）ＳＲサービス　－　坂田工場","SKY-1R","コーテッド　ＳＫＹ－１Ｒ","11-SKY-1R","コーテッド　ＳＫＹ－１Ｒ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322923,684641,"310","野間（事）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","Y-TF2","コーテッド　Ｙ－ＴＦ２","11-Y-TF2","コーテッド　Ｙ－ＴＦ２",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322924,684641,"310","野間（事）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","590-00","590-00590","製鋼事業所（営業）","AL-16","コーテッド　ＡＬ－１６","11-AL-16","コーテッド　ＡＬ－１６",2500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322925,684642,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","B-30D","コーテッド　Ｂ－３０Ｄ","11-B-30D","コーテッド　Ｂ－３０Ｄ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322926,684642,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","SK-25K","コーテッド　ＳＫ－２５改","11-SK-25K","コーテッド　ＳＫ－２５改",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322927,684642,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","TT-20M","コーテッド　ＴＴ－２０Ｍ","11-SB-23","コーテッド　ＳＢ－２３",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322928,684642,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","Y-3","コーテッド　Ｙ－３","11-Y-3","コーテッド　Ｙ－３",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322929,684642,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-00","410-02656","（株）ＳＲサービス　－　坂田Ａ棟","YS-1NK","コーテッド　ＹＳ－１ＮＫ","11-YS-1NK","コーテッド　ＹＳ－１ＮＫ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322930,684643,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","ARB-13X","コーテッド　ＡＲＢ－１３Ｘ","11-ARB-13X","コーテッド　ＡＲＢ－１３Ｘ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322932,684645,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","F-20DR","コーテッド　Ｆ－２０ＤＲ","11-F-20DR","コーテッド　Ｆ－２０ＤＲ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1322933,684645,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","GT-27","コーテッド　ＧＴ－２７","11-GT-27","コーテッド　ＧＴ－２７",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1322934,684646,"410","野間（営）",2026/04/13,2026/04/15,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","BMG-26D","コーテッド　ＢＭＧ－２６Ｄ","11-B-30D","コーテッド　Ｂ－３０Ｄ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1322935,684646,"410","野間（営）",2026/04/13,2026/04/15,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","F-20DR","コーテッド　Ｆ－２０ＤＲ","11-F-20DR","コーテッド　Ｆ－２０ＤＲ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1322936,684646,"410","野間（営）",2026/04/13,2026/04/15,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","MC-1","コーテッド　ＭＣ－１","11-MC-1","コーテッド　ＭＣ－１",1000,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1322942,684650,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-02","410-04373","アイシン高丘（株）　本社","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322944,684652,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25","コーテッド　ＲＳ－２５","11-RS-25","コーテッド　ＲＳ－２５",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322945,684652,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322946,684653,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-02","410-04403","クロタ精工（株）　豊田工場","RS-25TT","コーテッド　ＲＳ－２５ＴＴ","11-RS-25TT","コーテッド　ＲＳ－２５ＴＴ",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322948,684655,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-01","410-07175","（有）山本製作所","BP-16D","コーテッド　ＢＰ－１６Ｄ","11-BP-16D","コーテッド　ＢＰ－１６Ｄ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322949,684655,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-01","410-07175","（有）山本製作所","TT-32PT","コーテッド　ＴＴ－３２ＰＴ","11-TT-32PT","コーテッド　ＴＴ－３２ＰＴ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322950,684655,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-01","410-07175","（有）山本製作所","D-81","コーテッド　Ｄ－８１","11-D-81","コーテッド　Ｄ－８１",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322979,684673,"410","野間（営）",2026/04/13,2026/04/16,"310","310-RCS01","1","1.持込","410-03","410-05519","日研工業（株）","BD-20J","コーテッド　ＢＤ－２０Ｊ","11-BD-20J","コーテッド　ＢＤ－２０Ｊ",1500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322980,684673,"410","野間（営）",2026/04/13,2026/04/16,"310","310-RCS03","1","1.持込","410-03","410-05519","日研工業（株）","A-632ES","コーテッド　Ａ－６３２ＥＳ","11-SKY-1","コーテッド　ＳＫＹ－１",2000,"紙袋","","","Kg"
1323013,684687,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-00","410-02653","（株）ＳＲサービス　－　本社工場","BT-48SA","コーテッド　ＢＴ－４８ＳＡ","11-BT-48SA","コーテッド　ＢＴ－４８ＳＡ",2500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323014,684688,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","GT-27","コーテッド　ＧＴ－２７","11-GT-27","コーテッド　ＧＴ－２７",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
1323017,684691,"415","北陸(営)",2026/04/13,2026/04/22,"310","310-SAI","1","4.引取","415-00","415-04466","ケミプラス（株）","SAI","再生アヤラギ","05-SAI-6","再生６号",13000,"ﾌﾚｺﾝ(500Kg)","","4/23納入","Kg"
1323024,684698,"415","北陸(営)",2026/04/13,2026/04/16,"310","310-RCS01","1","1.持込","415-00","415-07146","（株）山祐キャスト","BW-30CR","コーテッド　ＢＷ－３０ＣＲ","11-BW-30CR","コーテッド　ＢＷ－３０ＣＲ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323025,684698,"415","北陸(営)",2026/04/13,2026/04/16,"310","310-RCS01","1","1.持込","415-00","415-07146","（株）山祐キャスト","FA-25S5","コーテッド　ＦＡ－２５Ｓ５","11-FA-25S5","コーテッド　ＦＡ－２５Ｓ５",5000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323029,684702,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-02","410-02295","（有）生田製作所","FA-18S5","コーテッド　ＦＡ－１８Ｓ５","11-FA-18S5","コーテッド　ＦＡ－１８Ｓ５",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323030,684702,"410","野間（営）",2026/04/13,2026/04/14,"310","310-RCS01","1","1.持込","410-02","410-02295","（有）生田製作所","RA-35PT","コーテッド　ＲＡ－３５ＰＴ","11-TT-32PT","コーテッド　ＴＴ－３２ＰＴ",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1323035,683942,"415","北陸(営)",2026/04/06,2026/04/16,"310","310-RCS01","1","4.引取","415-00","415-06398","北陸鋳材（株）","FA-18U8","コーテッド　ＦＡ－１８Ｕ８","11-FA-18U8","コーテッド　ＦＡ－１８Ｕ８",1000,"ﾌﾚｺﾝ(500Kg)","","4/17納入","Kg"
